Year,Age,Female,Male,Total
1950,4,0.000715,0.000839,0.000778
1950,5,0.000624,0.000777,0.000702
1950,6,0.000549,0.000723,0.000637
1950,7,0.000492,0.000677,0.000586
1950,8,0.000472,0.000679,0.000577
1950,9,0.000456,0.000674,0.000567
1950,10,0.000424,0.000629,0.000528
1950,11,0.000409,0.00062,0.000516
1950,12,0.000419,0.000656,0.00054
1950,13,0.000461,0.000747,0.000606
1950,14,0.000526,0.000882,0.000707
1950,15,0.000618,0.001076,0.000849
1950,16,0.000711,0.001262,0.000988
1950,17,0.000787,0.00142,0.001106
1950,18,0.000837,0.001618,0.001221
1950,19,0.000883,0.00173,0.001299
1950,20,0.000925,0.00186,0.001381
1950,21,0.000965,0.001948,0.001442
1950,22,0.001014,0.002028,0.001503
1950,23,0.001044,0.002012,0.001513
1950,24,0.001096,0.002013,0.001541
1950,25,0.001148,0.001991,0.001558
1950,26,0.001178,0.001945,0.001552
1950,27,0.00122,0.001936,0.001569
1950,28,0.001307,0.002027,0.001657
1950,29,0.001346,0.002037,0.001683
1950,30,0.001409,0.002101,0.001746
1950,31,0.001514,0.002223,0.00186
1950,32,0.001634,0.002384,0.001999
1950,33,0.001728,0.002487,0.002099
1950,34,0.001854,0.002641,0.002239
1950,35,0.002008,0.002849,0.002419
1950,36,0.002152,0.003051,0.002592
1950,37,0.002322,0.003308,0.002805
1950,38,0.002513,0.00361,0.003052
1950,39,0.002746,0.003981,0.003355
1950,40,0.003,0.00441,0.003696
1950,41,0.003242,0.004813,0.004021
1950,42,0.003505,0.00527,0.004382
1950,43,0.003795,0.005781,0.004783
1950,44,0.004096,0.006333,0.005209
1950,45,0.004398,0.006892,0.00564
1950,46,0.004795,0.007607,0.006197
1950,47,0.005182,0.00832,0.006747
1950,48,0.005593,0.009073,0.007331
1950,49,0.006154,0.010122,0.008134
1950,50,0.006602,0.010991,0.008792
1950,51,0.007085,0.011951,0.009511
1950,52,0.007672,0.013087,0.010373
1950,53,0.008334,0.014374,0.011349
1950,54,0.008963,0.015622,0.012291
1950,55,0.009614,0.016946,0.01328
1950,56,0.010395,0.018402,0.014402
1950,57,0.011246,0.019886,0.015574
1950,58,0.012101,0.021274,0.016699
1950,59,0.013157,0.022904,0.018045
1950,60,0.014621,0.025086,0.019875
1950,61,0.015985,0.02698,0.02151
1950,62,0.017332,0.028873,0.02312
1950,63,0.018833,0.0311,0.024954
1950,64,0.020454,0.03356,0.026949
1950,65,0.022009,0.035903,0.028838
1950,66,0.023587,0.038293,0.030744
1950,67,0.025444,0.040781,0.032856
1950,68,0.028125,0.044197,0.035855
1950,69,0.031039,0.047412,0.038899
1950,70,0.034614,0.051336,0.042621
1950,71,0.038818,0.055838,0.046958
1950,72,0.043724,0.061169,0.052056
1950,73,0.048029,0.065817,0.056489
1950,74,0.052981,0.071405,0.061696
1950,75,0.058095,0.076982,0.066987
1950,76,0.064152,0.083746,0.073328
1950,77,0.070735,0.091053,0.080193
1950,78,0.077259,0.098197,0.086936
1950,79,0.084732,0.106377,0.094655
1950,80,0.087598,0.113768,0.099188
1950,81,0.09788,0.125616,0.110052
1950,82,0.108355,0.137756,0.121127
1950,83,0.118414,0.148885,0.131527
1950,84,0.130374,0.16214,0.143908
1950,85,0.144909,0.179112,0.159275
1950,86,0.160038,0.19652,0.175127
1950,87,0.172223,0.208401,0.187012
1950,88,0.180398,0.215707,0.194625
1950,89,0.188881,0.223962,0.202775
1950,90,0.206035,0.242085,0.220069
1950,91,0.233567,0.272146,0.248292
1950,92,0.260191,0.300617,0.275284
1950,93,0.278826,0.319451,0.29365
1950,94,0.294733,0.330577,0.30767
1950,95,0.311774,0.341035,0.322349
1950,96,0.323035,0.347618,0.331876
1950,97,0.318497,0.339055,0.325776
1950,98,0.297331,0.309055,0.30142
1950,99,0.274351,0.268983,0.272455
1950,100,0.363879,0.389424,0.372892
1950,101,0.373022,0.398151,0.38176
1950,102,0.381612,0.393796,0.385884
1950,103,0.352621,0.361481,0.355721
1950,104,0.311764,0.315062,0.312928
1950,105,0.268231,0.26481,0.267018
1950,106,0.221593,0.214129,0.218933
1950,107,0.18994,0.173869,0.183983
1950,108,0.165858,0.145901,0.158278
1950,109,0.13057,0.114568,0.124512
1950,110+,0.042568,0.039476,0.041545
1951,0,0.027935,0.036636,0.032363
1951,1,0.002318,0.002489,0.002405
1951,2,0.00123,0.00151,0.001373
1951,3,0.000895,0.001073,0.000986
1951,4,0.000724,0.000976,0.000853
1951,5,0.000677,0.000942,0.000812
1951,6,0.000605,0.000815,0.000712
1951,7,0.000488,0.000638,0.000565
1951,8,0.000411,0.000545,0.000479
1951,9,0.00038,0.000529,0.000456
1951,10,0.000369,0.000559,0.000466
1951,11,0.000372,0.000615,0.000496
1951,12,0.000389,0.000686,0.00054
1951,13,0.00043,0.00079,0.000613
1951,14,0.000497,0.000929,0.000716
1951,15,0.00059,0.001118,0.000856
1951,16,0.000669,0.001263,0.000968
1951,17,0.000752,0.001426,0.001092
1951,18,0.000816,0.001647,0.001224
1951,19,0.000856,0.001767,0.001301
1951,20,0.000882,0.001889,0.001366
1951,21,0.00091,0.001977,0.001418
1951,22,0.000964,0.002102,0.0015
1951,23,0.000987,0.002065,0.001498
1951,24,0.001037,0.002051,0.001522
1951,25,0.001105,0.002044,0.001558
1951,26,0.001129,0.001974,0.00154
1951,27,0.001159,0.001937,0.001539
1951,28,0.001268,0.002079,0.001662
1951,29,0.001299,0.002068,0.001673
1951,30,0.001339,0.002081,0.0017
1951,31,0.001447,0.002196,0.001812
1951,32,0.001589,0.002396,0.001981
1951,33,0.001671,0.002478,0.002064
1951,34,0.001781,0.002601,0.002182
1951,35,0.001935,0.002811,0.002363
1951,36,0.002069,0.003005,0.002527
1951,37,0.002229,0.003255,0.002731
1951,38,0.002416,0.003564,0.002979
1951,39,0.00266,0.003958,0.003299
1951,40,0.002957,0.004467,0.003702
1951,41,0.003203,0.004881,0.004033
1951,42,0.003436,0.0053,0.004361
1951,43,0.003691,0.005771,0.004724
1951,44,0.003948,0.006271,0.005102
1951,45,0.004175,0.00674,0.005448
1951,46,0.004547,0.007416,0.005973
1951,47,0.004939,0.008104,0.006514
1951,48,0.005371,0.008814,0.00709
1951,49,0.006114,0.010078,0.008091
1951,50,0.006675,0.011049,0.008855
1951,51,0.00717,0.011978,0.009563
1951,52,0.007804,0.013194,0.010488
1951,53,0.008551,0.014697,0.011612
1951,54,0.009166,0.01606,0.012602
1951,55,0.009685,0.017324,0.013494
1951,56,0.010391,0.018784,0.01458
1951,57,0.011171,0.020222,0.01569
1951,58,0.01182,0.021255,0.016532
1951,59,0.012694,0.022518,0.0176
1951,60,0.014245,0.024764,0.0195
1951,61,0.015668,0.026668,0.021167
1951,62,0.016894,0.028311,0.022593
1951,63,0.018404,0.030553,0.024444
1951,64,0.02024,0.03342,0.026758
1951,65,0.021931,0.036198,0.028932
1951,66,0.0234,0.038674,0.030817
1951,67,0.024994,0.040945,0.032682
1951,68,0.027561,0.044434,0.035643
1951,69,0.030253,0.047404,0.03845
1951,70,0.033603,0.051011,0.0419
1951,71,0.037561,0.055143,0.04593
1951,72,0.042681,0.060657,0.051235
1951,73,0.047068,0.065329,0.055724
1951,74,0.052299,0.071361,0.061281
1951,75,0.057145,0.076594,0.066268
1951,76,0.063199,0.083331,0.072592
1951,77,0.070163,0.091039,0.079843
1951,78,0.076678,0.09803,0.086501
1951,79,0.084055,0.105757,0.09395
1951,80,0.088055,0.113418,0.09925
1951,81,0.096116,0.122086,0.10745
1951,82,0.107752,0.135004,0.119527
1951,83,0.119939,0.14892,0.132321
1951,84,0.132015,0.162538,0.144924
1951,85,0.145072,0.177908,0.158803
1951,86,0.153916,0.188822,0.168282
1951,87,0.169408,0.20552,0.184023
1951,88,0.176885,0.211641,0.190793
1951,89,0.194475,0.241278,0.212911
1951,90,0.228694,0.26419,0.242425
1951,91,0.224055,0.266193,0.240087
1951,92,0.24722,0.283991,0.260906
1951,93,0.260417,0.308998,0.278079
1951,94,0.304869,0.315672,0.308719
1951,95,0.307886,0.348714,0.322346
1951,96,0.328069,0.368163,0.342257
1951,97,0.337854,0.343989,0.340029
1951,98,0.349803,0.373328,0.358053
1951,99,0.297938,0.287988,0.294488
1951,100,0.37244,0.404166,0.383605
1951,101,0.345027,0.377755,0.356359
1951,102,0.343971,0.377617,0.355449
1951,103,0.341428,0.359038,0.347545
1951,104,0.293296,0.306977,0.298047
1951,105,0.238545,0.246102,0.241204
1951,106,0.188805,0.190057,0.189249
1951,107,0.143435,0.141767,0.142839
1951,108,0.115052,0.10753,0.112244
1951,109,0.094672,0.085472,0.091146
1951,110+,0.027361,0.026871,0.027192
1952,0,0.02777,0.036039,0.031979
1952,1,0.002215,0.002499,0.00236
1952,2,0.001261,0.001531,0.001398
1952,3,0.000934,0.00113,0.001034
1952,4,0.000779,0.000914,0.000848
1952,5,0.000663,0.000817,0.000741
1952,6,0.000608,0.000797,0.000704
1952,7,0.000527,0.00073,0.000631
1952,8,0.000427,0.000624,0.000527
1952,9,0.000373,0.000553,0.000465
1952,10,0.000372,0.000538,0.000456
1952,11,0.0004,0.000581,0.000492
1952,12,0.000434,0.000654,0.000546
1952,13,0.000479,0.000766,0.000625
1952,14,0.000539,0.000927,0.000736
1952,15,0.00063,0.001179,0.000906
1952,16,0.000698,0.001362,0.001032
1952,17,0.000758,0.001511,0.001138
1952,18,0.000819,0.001756,0.001279
1952,19,0.00086,0.001904,0.001366
1952,20,0.000864,0.00201,0.001404
1952,21,0.000867,0.002043,0.001414
1952,22,0.000906,0.002138,0.001472
1952,23,0.00093,0.002097,0.001471
1952,24,0.000977,0.002057,0.001485
1952,25,0.001048,0.002035,0.001522
1952,26,0.001084,0.001972,0.001516
1952,27,0.001111,0.001928,0.001511
1952,28,0.001215,0.002066,0.001629
1952,29,0.001262,0.002089,0.001663
1952,30,0.001288,0.002072,0.001669
1952,31,0.001369,0.002135,0.001742
1952,32,0.001518,0.002337,0.001915
1952,33,0.001621,0.002443,0.00202
1952,34,0.001732,0.002547,0.002129
1952,35,0.001888,0.002736,0.002302
1952,36,0.002032,0.002932,0.002472
1952,37,0.002183,0.003163,0.002663
1952,38,0.002358,0.003461,0.002898
1952,39,0.00257,0.003819,0.003184
1952,40,0.002837,0.004302,0.003558
1952,41,0.003086,0.004747,0.003907
1952,42,0.003317,0.005189,0.004244
1952,43,0.003556,0.005658,0.004598
1952,44,0.003828,0.006208,0.005008
1952,45,0.004091,0.006766,0.005416
1952,46,0.004462,0.007478,0.005957
1952,47,0.004852,0.008187,0.006507
1952,48,0.005248,0.008846,0.00704
1952,49,0.005934,0.01002,0.00797
1952,50,0.006517,0.011046,0.008773
1952,51,0.006961,0.011902,0.009419
1952,52,0.007487,0.012931,0.010195
1952,53,0.008229,0.014416,0.011307
1952,54,0.00893,0.015912,0.012402
1952,55,0.00948,0.01721,0.013323
1952,56,0.01016,0.018634,0.014374
1952,57,0.010931,0.020111,0.015497
1952,58,0.011536,0.021164,0.016324
1952,59,0.012277,0.022374,0.017294
1952,60,0.013665,0.024601,0.019098
1952,61,0.01516,0.02685,0.020968
1952,62,0.016432,0.028668,0.022502
1952,63,0.017827,0.030702,0.024192
1952,64,0.019669,0.033416,0.026439
1952,65,0.021543,0.036199,0.028719
1952,66,0.023111,0.038567,0.030607
1952,67,0.024621,0.040522,0.032274
1952,68,0.026991,0.043547,0.034908
1952,69,0.029606,0.046345,0.037584
1952,70,0.032917,0.049872,0.040966
1952,71,0.036771,0.053807,0.044845
1952,72,0.041798,0.059092,0.049993
1952,73,0.046395,0.063904,0.054667
1952,74,0.051713,0.069993,0.0603
1952,75,0.056457,0.075207,0.06522
1952,76,0.061884,0.081319,0.070917
1952,77,0.068129,0.088454,0.07752
1952,78,0.074419,0.096003,0.084303
1952,79,0.081041,0.104029,0.091462
1952,80,0.085539,0.11271,0.097513
1952,81,0.093147,0.122117,0.105741
1952,82,0.101682,0.131458,0.114472
1952,83,0.114801,0.144927,0.127602
1952,84,0.129232,0.15788,0.141263
1952,85,0.142607,0.169009,0.153583
1952,86,0.152049,0.185932,0.165959
1952,87,0.164838,0.198818,0.178534
1952,88,0.172921,0.203981,0.18523
1952,89,0.194083,0.229269,0.207855
1952,90,0.219679,0.247869,0.230534
1952,91,0.225836,0.253459,0.236307
1952,92,0.25088,0.285496,0.263768
1952,93,0.254345,0.279077,0.263338
1952,94,0.273056,0.304106,0.284125
1952,95,0.30182,0.340369,0.315279
1952,96,0.319333,0.350617,0.330136
1952,97,0.320376,0.371036,0.337937
1952,98,0.345127,0.369475,0.353629
1952,99,0.289003,0.379372,0.320056
1952,100,0.432355,0.416909,0.427101
1952,101,0.399229,0.362705,0.386369
1952,102,0.350257,0.319581,0.339646
1952,103,0.341829,0.310372,0.331108
1952,104,0.331792,0.280912,0.313918
1952,105,0.264781,0.221352,0.249537
1952,106,0.19956,0.162915,0.186524
1952,107,0.147852,0.116601,0.136643
1952,108,0.105904,0.081518,0.097106
1952,109,0.081456,0.058462,0.072779
1952,110+,0.02703,0.015181,0.022817
1953,0,0.026491,0.034631,0.030635
1953,1,0.001962,0.00233,0.00215
1953,2,0.001124,0.001381,0.001254
1953,3,0.000902,0.001073,0.000989
1953,4,0.000718,0.000864,0.000792
1953,5,0.000569,0.000728,0.00065
1953,6,0.000483,0.000657,0.000572
1953,7,0.000455,0.000655,0.000557
1953,8,0.000418,0.000638,0.00053
1953,9,0.000359,0.000566,0.000464
1953,10,0.000332,0.000524,0.00043
1953,11,0.000349,0.000559,0.000456
1953,12,0.000388,0.000645,0.000519
1953,13,0.000438,0.00076,0.000602
1953,14,0.000493,0.000897,0.000698
1953,15,0.000574,0.001107,0.000843
1953,16,0.000645,0.001295,0.000972
1953,17,0.000697,0.001439,0.001071
1953,18,0.000739,0.001649,0.001186
1953,19,0.000782,0.001851,0.0013
1953,20,0.000793,0.002062,0.001387
1953,21,0.000786,0.002128,0.001402
1953,22,0.000805,0.002174,0.00143
1953,23,0.000822,0.002098,0.00141
1953,24,0.000866,0.002036,0.001414
1953,25,0.000926,0.001953,0.001419
1953,26,0.000965,0.00186,0.001401
1953,27,0.001005,0.001821,0.001405
1953,28,0.001097,0.00193,0.001503
1953,29,0.001158,0.001978,0.001557
1953,30,0.001211,0.002016,0.001602
1953,31,0.001278,0.002062,0.00166
1953,32,0.001394,0.002218,0.001794
1953,33,0.001498,0.002337,0.001905
1953,34,0.00161,0.002459,0.002023
1953,35,0.001741,0.002614,0.002167
1953,36,0.001871,0.002784,0.002318
1953,37,0.002026,0.003018,0.002512
1953,38,0.002217,0.003338,0.002766
1953,39,0.002433,0.003697,0.003053
1953,40,0.002695,0.004162,0.003416
1953,41,0.002965,0.00463,0.003786
1953,42,0.003234,0.005133,0.004172
1953,43,0.003466,0.005591,0.004517
1953,44,0.003704,0.006085,0.004882
1953,45,0.003957,0.006638,0.005283
1953,46,0.004308,0.007336,0.005805
1953,47,0.004679,0.008036,0.006341
1953,48,0.005076,0.008715,0.006884
1953,49,0.005723,0.009818,0.007761
1953,50,0.006345,0.010889,0.008607
1953,51,0.006897,0.011911,0.00939
1953,52,0.007406,0.012886,0.01013
1953,53,0.008041,0.014127,0.011065
1953,54,0.00874,0.015543,0.012119
1953,55,0.009341,0.016859,0.013071
1953,56,0.009988,0.01822,0.014069
1953,57,0.010675,0.019601,0.015098
1953,58,0.011268,0.020751,0.015967
1953,59,0.012014,0.022191,0.01705
1953,60,0.013186,0.024336,0.018696
1953,61,0.014547,0.026632,0.020516
1953,62,0.016006,0.028958,0.022391
1953,63,0.01753,0.031274,0.024282
1953,64,0.019276,0.033752,0.026364
1953,65,0.021227,0.036428,0.028639
1953,66,0.023087,0.038998,0.03079
1953,67,0.024762,0.041074,0.032604
1953,68,0.026939,0.043748,0.034967
1953,69,0.029328,0.046251,0.037381
1953,70,0.032615,0.049966,0.040829
1953,71,0.036354,0.05402,0.044691
1953,72,0.040977,0.058993,0.049472
1953,73,0.045479,0.063831,0.054111
1953,74,0.050897,0.070147,0.059909
1953,75,0.055681,0.07559,0.064953
1953,76,0.060835,0.081482,0.070392
1953,77,0.066466,0.087652,0.076218
1953,78,0.072785,0.094969,0.082903
1953,79,0.080118,0.103533,0.09068
1953,80,0.08599,0.113539,0.098048
1953,81,0.095074,0.123189,0.107271
1953,82,0.10424,0.133492,0.116747
1953,83,0.113987,0.14301,0.126245
1953,84,0.128626,0.156536,0.140288
1953,85,0.143127,0.171629,0.1549
1953,86,0.153856,0.19515,0.170702
1953,87,0.165747,0.202737,0.180606
1953,88,0.174843,0.213567,0.190119
1953,89,0.184209,0.225129,0.200061
1953,90,0.221775,0.254091,0.234158
1953,91,0.217868,0.259067,0.23342
1953,92,0.248096,0.28604,0.262168
1953,93,0.271431,0.317943,0.28836
1953,94,0.280102,0.304664,0.288842
1953,95,0.311693,0.340627,0.321801
1953,96,0.318259,0.334264,0.323735
1953,97,0.348108,0.351584,0.349288
1953,98,0.368978,0.389338,0.375924
1953,99,0.300121,0.326655,0.309179
1953,100,0.386372,0.408526,0.39381
1953,101,0.31314,0.249068,0.291011
1953,102,0.292238,0.395051,0.328863
1953,103,0.324687,0.341626,0.330483
1953,104,0.257136,0.281872,0.265614
1953,105,0.322625,0.261589,0.300634
1953,106,0.19396,0.23826,0.20977
1953,107,0.177768,0.331881,0.231523
1953,108,0.446458,0.260417,0.378791
1953,109,0.31359,0.11036,0.234957
1953,110+,0.262727,0.261712,0.262356
1954,0,0.025302,0.032983,0.029211
1954,1,0.001792,0.00211,0.001955
1954,2,0.001078,0.001263,0.001172
1954,3,0.000791,0.00096,0.000877
1954,4,0.000624,0.00077,0.000698
1954,5,0.000532,0.000684,0.000609
1954,6,0.000453,0.000607,0.000532
1954,7,0.000406,0.000563,0.000486
1954,8,0.000409,0.00059,0.000501
1954,9,0.000391,0.000578,0.000486
1954,10,0.00034,0.000508,0.000426
1954,11,0.000318,0.000494,0.000407
1954,12,0.000333,0.000551,0.000444
1954,13,0.000374,0.00067,0.000524
1954,14,0.000419,0.000814,0.00062
1954,15,0.000483,0.001013,0.00075
1954,16,0.00054,0.001186,0.000866
1954,17,0.000595,0.001345,0.000972
1954,18,0.000639,0.001546,0.001083
1954,19,0.000684,0.001695,0.001174
1954,20,0.000723,0.001896,0.001275
1954,21,0.000746,0.002005,0.001327
1954,22,0.000767,0.002037,0.00135
1954,23,0.000772,0.001933,0.001315
1954,24,0.000802,0.001889,0.001317
1954,25,0.000848,0.001857,0.001334
1954,26,0.000871,0.001779,0.001315
1954,27,0.00091,0.001754,0.001324
1954,28,0.001002,0.001865,0.001423
1954,29,0.001064,0.001901,0.001471
1954,30,0.00113,0.001934,0.001521
1954,31,0.001211,0.001988,0.001589
1954,32,0.001305,0.002097,0.00169
1954,33,0.001379,0.002165,0.001761
1954,34,0.00149,0.002296,0.001883
1954,35,0.001622,0.002475,0.002038
1954,36,0.001736,0.002623,0.002169
1954,37,0.001877,0.002817,0.002338
1954,38,0.00208,0.003129,0.002594
1954,39,0.002292,0.003443,0.002857
1954,40,0.002529,0.003818,0.003162
1954,41,0.002775,0.004215,0.003484
1954,42,0.003048,0.004711,0.003868
1954,43,0.003293,0.005199,0.004234
1954,44,0.003512,0.005685,0.004585
1954,45,0.003738,0.006227,0.004968
1954,46,0.00407,0.006928,0.005482
1954,47,0.004432,0.007644,0.006019
1954,48,0.004815,0.008327,0.006555
1954,49,0.005433,0.009376,0.00739
1954,50,0.006043,0.010391,0.008204
1954,51,0.006612,0.011401,0.008992
1954,52,0.007163,0.012456,0.009793
1954,53,0.00768,0.013536,0.010588
1954,54,0.008161,0.014626,0.011369
1954,55,0.008638,0.015797,0.012185
1954,56,0.009249,0.017157,0.013161
1954,57,0.009868,0.018432,0.014099
1954,58,0.010432,0.019467,0.014894
1954,59,0.011302,0.021023,0.016093
1954,60,0.012506,0.023097,0.017716
1954,61,0.013709,0.025054,0.019281
1954,62,0.015085,0.027273,0.021057
1954,63,0.016758,0.029999,0.023222
1954,64,0.018454,0.03263,0.025353
1954,65,0.020079,0.035027,0.027329
1954,66,0.021839,0.037599,0.029444
1954,67,0.023677,0.04006,0.031543
1954,68,0.025774,0.042763,0.033883
1954,69,0.027847,0.044968,0.035986
1954,70,0.03088,0.048538,0.039226
1954,71,0.034481,0.052725,0.043062
1954,72,0.038674,0.057405,0.047462
1954,73,0.042763,0.061778,0.051659
1954,74,0.048002,0.067743,0.057201
1954,75,0.052982,0.073143,0.062337
1954,76,0.058075,0.078701,0.067588
1954,77,0.063173,0.08392,0.072687
1954,78,0.068728,0.089924,0.07836
1954,79,0.07539,0.0973,0.085236
1954,80,0.081732,0.108327,0.093277
1954,81,0.090165,0.116962,0.101715
1954,82,0.099252,0.126672,0.110962
1954,83,0.107824,0.136958,0.120074
1954,84,0.116146,0.145992,0.12854
1954,85,0.130387,0.16038,0.142705
1954,86,0.148573,0.177456,0.160279
1954,87,0.154794,0.192677,0.16992
1954,88,0.168353,0.204374,0.182501
1954,89,0.183861,0.215545,0.196079
1954,90,0.204779,0.230819,0.214655
1954,91,0.20761,0.246634,0.222251
1954,92,0.231662,0.274123,0.247289
1954,93,0.25562,0.296545,0.270403
1954,94,0.281055,0.314373,0.292896
1954,95,0.286758,0.319971,0.298338
1954,96,0.303265,0.362698,0.323564
1954,97,0.313522,0.352185,0.326467
1954,98,0.341691,0.369753,0.351076
1954,99,0.30889,0.305532,0.307757
1954,100,0.370723,0.388683,0.376798
1954,101,0.305246,0.308749,0.306423
1954,102,0.307251,0.280085,0.29788
1954,103,0.293418,0.265418,0.283521
1954,104,0.305859,0.257252,0.289164
1954,105,0.316233,0.39248,0.342363
1954,106,0.23323,0.198267,0.220609
1954,107,0.309237,0.202354,0.271516
1954,108,0.312045,0.201039,0.272019
1954,109,0.091469,0.112414,0.09974
1954,110+,0.305779,0.244217,0.282346
1955,0,0.024647,0.032098,0.02844
1955,1,0.001733,0.002035,0.001887
1955,2,0.000969,0.001207,0.00109
1955,3,0.000784,0.00094,0.000863
1955,4,0.000633,0.00072,0.000677
1955,5,0.000534,0.000655,0.000596
1955,6,0.000459,0.000622,0.000542
1955,7,0.000383,0.000563,0.000475
1955,8,0.000346,0.000543,0.000446
1955,9,0.000349,0.000565,0.000459
1955,10,0.000339,0.000544,0.000444
1955,11,0.000313,0.000506,0.000411
1955,12,0.00031,0.000522,0.000418
1955,13,0.000346,0.000622,0.000486
1955,14,0.000404,0.000781,0.000595
1955,15,0.000477,0.000998,0.00074
1955,16,0.000539,0.001181,0.000863
1955,17,0.00059,0.001342,0.000969
1955,18,0.000642,0.001599,0.001108
1955,19,0.000688,0.001765,0.001209
1955,20,0.000719,0.001921,0.001291
1955,21,0.000755,0.002053,0.001365
1955,22,0.00079,0.00213,0.001418
1955,23,0.000791,0.002012,0.001372
1955,24,0.000807,0.001918,0.001342
1955,25,0.000841,0.001864,0.001338
1955,26,0.000861,0.001783,0.001312
1955,27,0.00089,0.001732,0.001304
1955,28,0.000973,0.001814,0.001384
1955,29,0.001039,0.001856,0.001437
1955,30,0.001095,0.001869,0.001472
1955,31,0.00117,0.001917,0.001535
1955,32,0.001274,0.002048,0.001651
1955,33,0.001335,0.002101,0.001708
1955,34,0.001428,0.002211,0.00181
1955,35,0.001581,0.002434,0.001997
1955,36,0.001717,0.002638,0.002167
1955,37,0.001851,0.002831,0.002331
1955,38,0.002053,0.003153,0.002592
1955,39,0.00226,0.00348,0.002859
1955,40,0.002465,0.003829,0.003135
1955,41,0.002682,0.004194,0.003426
1955,42,0.002936,0.00467,0.00379
1955,43,0.003188,0.005163,0.004161
1955,44,0.00344,0.005681,0.004546
1955,45,0.003683,0.00622,0.004935
1955,46,0.003984,0.006856,0.005402
1955,47,0.004316,0.007552,0.005914
1955,48,0.004644,0.008223,0.006414
1955,49,0.005138,0.009186,0.007142
1955,50,0.005648,0.01018,0.007894
1955,51,0.006145,0.011143,0.008626
1955,52,0.006705,0.01222,0.009445
1955,53,0.007345,0.01348,0.010391
1955,54,0.007904,0.014607,0.011228
1955,55,0.00843,0.01569,0.012023
1955,56,0.009173,0.017159,0.013118
1955,57,0.009924,0.018631,0.014216
1955,58,0.010494,0.019698,0.015025
1955,59,0.011314,0.02127,0.016203
1955,60,0.012407,0.023302,0.017744
1955,61,0.013475,0.025132,0.019172
1955,62,0.014649,0.027015,0.020676
1955,63,0.016297,0.029646,0.022778
1955,64,0.018303,0.032693,0.025265
1955,65,0.02018,0.035302,0.027473
1955,66,0.021942,0.037687,0.029504
1955,67,0.023922,0.0403,0.031763
1955,68,0.026182,0.043323,0.034355
1955,69,0.028135,0.045676,0.036467
1955,70,0.030763,0.049187,0.039459
1955,71,0.034006,0.053365,0.043091
1955,72,0.03798,0.058202,0.04743
1955,73,0.042068,0.062785,0.051708
1955,74,0.0475,0.068833,0.057386
1955,75,0.053341,0.074838,0.063268
1955,76,0.059429,0.081156,0.069411
1955,77,0.064971,0.086632,0.074869
1955,78,0.070446,0.092604,0.080473
1955,79,0.076023,0.098775,0.086212
1955,80,0.080395,0.108275,0.09242
1955,81,0.090076,0.119196,0.102519
1955,82,0.100244,0.129333,0.112582
1955,83,0.112988,0.141995,0.125174
1955,84,0.127675,0.157235,0.139891
1955,85,0.141454,0.170508,0.153311
1955,86,0.147875,0.180754,0.161138
1955,87,0.163784,0.199311,0.177893
1955,88,0.174477,0.209911,0.188317
1955,89,0.190009,0.229568,0.205211
1955,90,0.217247,0.242375,0.226747
1955,91,0.212611,0.250939,0.226859
1955,92,0.225704,0.272653,0.242864
1955,93,0.264751,0.296516,0.276137
1955,94,0.284059,0.319725,0.296654
1955,95,0.292903,0.328835,0.305387
1955,96,0.311705,0.344485,0.322839
1955,97,0.330809,0.419603,0.360037
1955,98,0.358374,0.385603,0.367185
1955,99,0.327258,0.357597,0.337281
1955,100,0.399327,0.394862,0.39783
1955,101,0.301345,0.320508,0.307807
1955,102,0.36052,0.35988,0.360306
1955,103,0.274098,0.250694,0.265891
1955,104,0.30767,0.315441,0.31047
1955,105,0.410086,0.261875,0.358331
1955,106,0.210677,0.41222,0.278861
1955,107,0.191229,0.14774,0.175497
1955,108,0.243828,0.353699,0.283603
1955,109,0.230075,0.060487,0.167501
1955,110+,0.347137,0.183025,0.279816
1956,0,0.024095,0.031674,0.027952
1956,1,0.001758,0.00194,0.001851
1956,2,0.000963,0.001167,0.001066
1956,3,0.000687,0.000895,0.000793
1956,4,0.000626,0.000733,0.000681
1956,5,0.000548,0.000666,0.000608
1956,6,0.000468,0.000621,0.000546
1956,7,0.000393,0.000563,0.00048
1956,8,0.000332,0.000505,0.00042
1956,9,0.000303,0.000474,0.00039
1956,10,0.000316,0.000492,0.000406
1956,11,0.000327,0.000517,0.000424
1956,12,0.00032,0.000527,0.000425
1956,13,0.000337,0.000595,0.000468
1956,14,0.000388,0.000737,0.000565
1956,15,0.000473,0.000972,0.000725
1956,16,0.000545,0.001184,0.000867
1956,17,0.000593,0.001349,0.000974
1956,18,0.000633,0.001603,0.001105
1956,19,0.000676,0.001804,0.001221
1956,20,0.000694,0.001948,0.001294
1956,21,0.000711,0.002028,0.001339
1956,22,0.000752,0.002125,0.001405
1956,23,0.000771,0.00206,0.00139
1956,24,0.000787,0.00195,0.00135
1956,25,0.000815,0.001841,0.001316
1956,26,0.000836,0.001739,0.00128
1956,27,0.000875,0.001701,0.001281
1956,28,0.000954,0.00177,0.001354
1956,29,0.001029,0.00184,0.001425
1956,30,0.0011,0.001895,0.001488
1956,31,0.001167,0.001942,0.001546
1956,32,0.001268,0.002075,0.001662
1956,33,0.001337,0.002145,0.001731
1956,34,0.001405,0.002209,0.001797
1956,35,0.001522,0.002362,0.001932
1956,36,0.001661,0.002562,0.0021
